卖方客户,品种,货物编号,货物数量（张）,仓库,品牌,产地,年度,等级,类别
999900000380,CF,CF2020011108322,3,303,,新疆,2020,2230B,S3U3P1
999900000381,CF,CF2020011100722,3,306,,新疆,1920,2228B,S3U3P2
999900000381,CF,CF2020011100235,8,331,,非新疆,1920,1128A,S3U3P2
999900000381,CF,CF2020011104602,6,303,,新疆,2020,2127A,S4U3P1
999900000381,CF,CF2020011101989,9,307,,新疆,2020,1130A,S3U2P3
999900000381,CF,CF2020011109727,9,330,,非新疆,2020,4128C,S3U2P2
999900000381,CF,CF2020011103632,4,303,,新疆,1920,1229A,S2U4P2
999900000381,CF,CF2020011103569,1,322,,非新疆,1920,1128B,S2U2P1
999900000381,CF,CF2020011106286,8,311,,非新疆,1920,1128C,S2U2P2
999900000381,CF,CF2020011104093,2,334,,新疆,2020,3127B,S1U3P2
999900000382,CF,CF2020011101404,5,314,,新疆,2020,4130C,S3U3P1
999900000382,CF,CF2020011103045,6,329,,新疆,2020,4130A,S2U4P2
999900000382,CF,CF2020011107325,2,310,,非新疆,2020,3128B,S1U3P3
999900000382,CF,CF2020011104072,7,320,,非新疆,1920,2229B,S4U3P3
999900000382,CF,CF2020011107796,6,301,,非新疆,2020,4132A,S3U3P3
999900000382,CF,CF2020011109165,9,311,,新疆,1920,1229B,S4U2P2
999900000382,CF,CF2020011102270,6,325,,非新疆,1920,4131B,S3U2P2
999900000382,CF,CF2020011104352,5,305,,非新疆,2020,2230B,S1U3P2
999900000383,CF,CF2020011109332,3,308,,新疆,2020,3129A,S4U4P2
999900000383,CF,CF2020011107168,3,317,,新疆,2020,2229C,S2U4P2
999900000383,CF,CF2020011106162,4,334,,新疆,1920,3130A,S2U2P2
999900000383,CF,CF2020011108251,4,303,,新疆,2020,3131A,S4U3P1
999900000383,CF,CF2020011101732,3,331,,新疆,2020,1127B,S3U3P3
999900000383,CF,CF2020011108955,3,317,,非新疆,2020,4129C,S4U4P2
999900000383,CF,CF2020011104476,7,330,,非新疆,1920,1230B,S3U2P2
999900000383,CF,CF2020011105520,1,323,,新疆,1920,1128A,S4U4P2
999900000383,CF,CF2020011104344,5,308,,新疆,2020,1229B,S4U3P3
999900000384,CF,CF2020011108674,9,305,,新疆,1920,3130C,S1U3P3
999900000384,CF,CF2020011101919,1,317,,新疆,1920,2229A,S1U2P2
999900000384,CF,CF2020011109361,4,305,,新疆,2020,2129A,S2U2P1
999900000384,CF,CF2020011102829,2,326,,非新疆,1920,3132B,S4U3P1
999900000384,CF,CF2020011107687,2,331,,新疆,2020,1229B,S2U2P3
999900000384,CF,CF2020011109362,7,329,,非新疆,2020,1228A,S1U2P2
999900000384,CF,CF2020011103627,7,304,,新疆,2020,1230B,S3U2P1
999900000385,CF,CF2020011107570,9,319,,非新疆,2020,2128A,S4U4P2
999900000385,CF,CF2020011101517,1,327,,非新疆,1920,4132B,S1U3P2
999900000385,CF,CF2020011105826,7,322,,新疆,1920,4128C,S1U2P3
999900000386,CF,CF2020011101780,3,314,,非新疆,2020,2130B,S2U4P2
999900000386,CF,CF2020011106188,6,303,,非新疆,1920,2127B,S4U3P3
999900000386,CF,CF2020011100830,6,313,,非新疆,2020,2229A,S2U2P3
999900000386,CF,CF2020011101566,5,319,,新疆,1920,4128C,S2U3P1
999900000386,CF,CF2020011102193,8,303,,非新疆,1920,2127B,S2U2P2
999900000386,CF,CF2020011103438,8,320,,非新疆,2020,2229A,S3U2P1
999900000386,CF,CF2020011103323,2,331,,非新疆,2020,1229C,S3U2P3
999900000386,CF,CF2020011103540,5,304,,非新疆,2020,2229C,S2U2P1
999900000387,CF,CF2020011106706,2,324,,新疆,2020,1228A,S4U2P2
999900000387,CF,CF2020011105905,5,317,,新疆,1920,1228A,S3U2P1
999900000387,CF,CF2020011107409,6,323,,非新疆,1920,1128C,S2U2P2
999900000387,CF,CF2020011100481,3,302,,非新疆,1920,3130A,S3U3P2
999900000387,CF,CF2020011101653,8,320,,非新疆,1920,2129B,S1U2P2
999900000387,CF,CF2020011106332,2,311,,新疆,2020,4129B,S4U3P3
999900000387,CF,CF2020011102826,4,335,,非新疆,1920,2130C,S2U3P3
999900000387,CF,CF2020011101329,3,305,,非新疆,1920,1130B,S3U4P2
999900000387,CF,CF2020011102067,6,311,,新疆,1920,4128A,S3U2P2
999900000388,CF,CF2020011109154,7,314,,新疆,2020,4128A,S2U2P2
999900000388,CF,CF2020011102634,4,335,,非新疆,1920,4131A,S2U3P1
999900000388,CF,CF2020011106653,7,320,,非新疆,2020,2127B,S3U3P2
999900000388,CF,CF2020011109049,2,327,,新疆,1920,4128C,S2U4P2
999900000388,CF,CF2020011101156,1,324,,非新疆,1920,1131B,S1U2P3
999900000388,CF,CF2020011105981,5,320,,非新疆,2020,3131B,S1U2P2
999900000388,CF,CF2020011102199,3,330,,新疆,1920,1131B,S3U2P3
999900000389,CF,CF2020011102508,5,326,,新疆,1920,2227A,S4U4P2
999900000389,CF,CF2020011102704,7,308,,非新疆,2020,3131B,S2U3P2
999900000390,CF,CF2020011109084,9,325,,新疆,1920,3132B,S4U3P1
999900000391,CF,CF2020011104438,4,319,,非新疆,1920,4130C,S2U2P3
999900000391,CF,CF2020011105673,5,319,,非新疆,2020,3128A,S3U3P3
999900000391,CF,CF2020011109791,3,325,,新疆,2020,1229B,S4U3P2
999900000391,CF,CF2020011100459,1,326,,非新疆,2020,1128C,S3U3P3
999900000391,CF,CF2020011102967,3,311,,新疆,1920,3128A,S1U3P2
999900000391,CF,CF2020011105961,5,330,,非新疆,1920,1131B,S4U3P3
999900000391,CF,CF2020011100035,3,308,,新疆,2020,1130C,S3U2P1
999900000391,CF,CF2020011109553,5,335,,新疆,1920,1230B,S1U2P3
999900000392,CF,CF2020011101532,2,323,,新疆,2020,3131A,S2U3P3
999900000393,CF,CF2020011107446,5,310,,新疆,2020,3129A,S1U3P2
999900000394,CF,CF2020011102505,3,304,,非新疆,2020,1130A,S1U3P2
999900000394,CF,CF2020011101234,5,311,,新疆,2020,4128B,S4U4P2
999900000394,CF,CF2020011101442,8,325,,新疆,2020,2127B,S3U2P1
999900000394,CF,CF2020011107596,8,307,,非新疆,2020,4128A,S3U4P2
999900000394,CF,CF2020011104515,8,313,,非新疆,2020,3130B,S2U3P1
999900000394,CF,CF2020011100843,4,311,,新疆,2020,4131A,S4U3P2
999900000394,CF,CF2020011108934,9,309,,非新疆,2020,1227A,S3U3P2
999900000394,CF,CF2020011109786,7,319,,非新疆,2020,3132B,S2U2P1
999900000394,CF,CF2020011104290,1,328,,非新疆,1920,2129A,S2U3P3
999900000395,CF,CF2020011109772,6,313,,非新疆,1920,2228C,S3U4P2
999900000395,CF,CF2020011100900,4,322,,非新疆,2020,2228B,S1U3P3
999900000395,CF,CF2020011101810,7,308,,非新疆,1920,1127C,S4U4P2
999900000395,CF,CF2020011102995,6,314,,非新疆,1920,2131B,S3U3P2
999900000395,CF,CF2020011107712,7,325,,新疆,2020,1229C,S4U3P3
999900000395,CF,CF2020011106022,7,302,,非新疆,1920,2228B,S4U3P2
999900000395,CF,CF2020011104566,5,303,,非新疆,2020,1227C,S1U3P2
999900000395,CF,CF2020011103213,9,320,,非新疆,1920,1228C,S2U3P2
999900000395,CF,CF2020011104313,7,331,,新疆,1920,3130C,S1U3P2
999900000396,CF,CF2020011107180,2,323,,非新疆,1920,4127B,S2U2P1
999900000396,CF,CF2020011101098,3,331,,新疆,1920,2228A,S3U2P2
999900000396,CF,CF2020011101098,9,331,,新疆,1920,2228A,S3U2P2
999900000396,CF,CF2020011109296,2,328,,非新疆,1920,1129B,S1U3P3
999900000396,CF,CF2020011106190,6,322,,非新疆,1920,1131B,S2U2P3
999900000397,CF,CF2020011104962,6,304,,非新疆,2020,4131B,S2U3P3
999900000397,CF,CF2020011105232,9,326,,新疆,2020,2229A,S4U2P2
999900000397,CF,CF2020011100630,3,327,,非新疆,1920,2130C,S3U3P3
999900000397,CF,CF2020011100756,6,313,,新疆,1920,2127C,S3U3P2
999900000397,CF,CF2020011106371,5,308,,非新疆,1920,4130B,S4U2P2
999900000397,CF,CF2020011105029,6,323,,新疆,1920,4131B,S2U3P1
999900000398,CF,CF2020011104111,5,313,,新疆,1920,1229C,S2U3P2
999900000398,CF,CF2020011100725,7,332,,新疆,2020,3129C,S4U3P2
999900000398,CF,CF2020011105900,6,335,,非新疆,1920,3130A,S4U3P1
999900000398,CF,CF2020011100205,9,324,,新疆,1920,2227A,S2U3P3
999900000399,CF,CF2020011101998,7,323,,非新疆,1920,4131B,S4U4P2
999900000399,CF,CF2020011107517,2,325,,新疆,1920,4132B,S1U3P2
999900000399,CF,CF2020011100541,3,307,,非新疆,1920,4129A,S3U2P2
999900000399,CF,CF2020011100555,8,328,,新疆,2020,4129B,S2U3P2
999900000400,CF,CF2020011100485,4,335,,非新疆,2020,4128B,S4U4P2
999900000400,CF,CF2020011108478,7,332,,新疆,1920,2128C,S2U2P3
999900000400,CF,CF2020011102800,1,309,,非新疆,2020,2128B,S4U3P2
999900000400,CF,CF2020011106040,4,327,,新疆,1920,1130A,S2U2P2
999900000401,CF,CF2020011106161,8,329,,新疆,2020,1129A,S4U3P2
999900000401,CF,CF2020011106337,3,317,,非新疆,1920,1131B,S3U4P2
999900000402,CF,CF2020011102978,8,333,,新疆,2020,2129A,S2U4P2
999900000402,CF,CF2020011107306,6,303,,新疆,2020,3129B,S1U2P3
999900000402,CF,CF2020011105746,5,332,,非新疆,1920,2229B,S1U3P3
999900000402,CF,CF2020011109754,6,327,,新疆,2020,2127B,S3U4P2
999900000402,CF,CF2020011101626,3,310,,新疆,1920,3127B,S4U2P2
999900000402,CF,CF2020011106334,4,325,,非新疆,1920,2227A,S3U3P1
999900000402,CF,CF2020011108866,9,314,,新疆,1920,1130C,S2U2P2
999900000403,CF,CF2020011108750,3,333,,非新疆,1920,4132B,S2U3P1
999900000403,CF,CF2020011106014,8,305,,非新疆,2020,1227C,S2U3P3
999900000403,CF,CF2020011105163,5,324,,非新疆,2020,3131B,S4U4P2
999900000403,CF,CF2020011103111,6,306,,非新疆,1920,1228B,S3U3P2
999900000403,CF,CF2020011109885,7,333,,新疆,1920,1128A,S2U3P3
999900000403,CF,CF2020011101532,4,323,,新疆,2020,3131A,S2U3P3
999900000403,CF,CF2020011104733,3,326,,新疆,2020,3128B,S2U4P2
999900000404,CF,CF2020011106174,5,319,,非新疆,1920,3127A,S2U3P2
999900000404,CF,CF2020011100674,3,311,,新疆,1920,3128A,S1U2P2
999900000404,CF,CF2020011101527,5,335,,新疆,2020,2127A,S3U2P2
999900000405,CF,CF2020011106547,8,314,,非新疆,2020,2229C,S4U3P2
999900000405,CF,CF2020011105238,3,333,,非新疆,1920,4129A,S2U2P1
999900000405,CF,CF2020011103647,5,323,,新疆,1920,2128B,S3U3P2
999900000405,CF,CF2020011104411,1,324,,非新疆,2020,4128B,S3U2P1
999900000405,CF,CF2020011108040,6,328,,新疆,2020,4130A,S4U3P1
999900000406,CF,CF2020011107050,7,313,,非新疆,2020,4129B,S3U3P3
999900000406,CF,CF2020011100893,1,328,,非新疆,2020,1131B,S3U3P1
999900000406,CF,CF2020011108198,9,323,,非新疆,1920,2128C,S3U2P1
999900000406,CF,CF2020011107535,6,304,,新疆,1920,1131B,S2U4P2
999900000406,CF,CF2020011107637,7,303,,新疆,1920,4127B,S3U3P1
999900000406,CF,CF2020011102138,6,317,,新疆,1920,3130C,S1U2P3
999900000406,CF,CF2020011104452,5,333,,非新疆,2020,3131B,S4U3P2
999900000407,CF,CF2020011103776,8,314,,新疆,1920,1129A,S3U3P1
999900000407,CF,CF2020011103578,3,309,,新疆,1920,4132A,S4U4P2
999900000407,CF,CF2020011109269,6,305,,非新疆,1920,1131B,S3U2P2
999900000407,CF,CF2020011109589,2,314,,非新疆,1920,1129A,S3U4P2
999900000407,CF,CF2020011104531,5,307,,新疆,1920,3130A,S4U2P2
999900000407,CF,CF2020011104912,8,310,,新疆,1920,4127B,S2U4P2
999900000407,CF,CF2020011106475,2,332,,新疆,2020,1230B,S3U2P1
999900000407,CF,CF2020011104730,3,335,,非新疆,2020,4127B,S2U4P2
999900000407,CF,CF2020011101270,5,305,,新疆,2020,2130A,S3U2P2
999900000408,CF,CF2020011101807,1,322,,非新疆,2020,1229A,S2U2P1
999900000408,CF,CF2020011106388,6,317,,非新疆,1920,2228A,S3U2P2
999900000409,CF,CF2020011101079,6,320,,非新疆,2020,2128A,S1U3P2
999900000409,CF,CF2020011109993,5,324,,新疆,1920,2229B,S2U2P3
999900000409,CF,CF2020011106823,9,311,,非新疆,2020,1227A,S2U4P2
999900000409,CF,CF2020011100459,7,326,,非新疆,2020,1128C,S3U3P3
999900000409,CF,CF2020011108926,7,335,,非新疆,2020,2128C,S2U3P1
999900000409,CF,CF2020011106111,6,322,,非新疆,2020,1230B,S2U3P1
999900000409,CF,CF2020011109262,2,309,,非新疆,1920,1128B,S4U3P1
999900000409,CF,CF2020011109957,5,324,,非新疆,2020,2128A,S3U2P3
999900000409,CF,CF2020011106674,4,325,,非新疆,1920,3129C,S4U4P2
999900000410,CF,CF2020011108147,8,313,,新疆,2020,1129C,S3U3P2
999900000410,CF,CF2020011102106,9,306,,非新疆,1920,1228C,S4U2P2
999900000410,CF,CF2020011101501,5,301,,非新疆,2020,1228B,S4U3P3
999900000410,CF,CF2020011105106,3,319,,新疆,2020,3127C,S4U3P2
999900000410,CF,CF2020011101509,1,305,,非新疆,1920,2230B,S3U2P3
999900000410,CF,CF2020011109475,4,319,,非新疆,1920,3132B,S3U3P3
999900000410,CF,CF2020011107789,9,319,,非新疆,2020,2130A,S2U2P1
999900000411,CF,CF2020011104511,3,310,,非新疆,1920,2127A,S2U3P3
999900000411,CF,CF2020011104968,9,308,,非新疆,1920,1227A,S4U3P2
999900000411,CF,CF2020011108337,3,323,,新疆,2020,2228A,S1U2P2
999900000411,CF,CF2020011101000,7,311,,新疆,1920,2127B,S3U2P1
999900000411,CF,CF2020011103819,2,307,,新疆,2020,3129A,S3U2P2
999900000411,CF,CF2020011109288,5,323,,非新疆,1920,2227B,S3U3P3
999900000412,CF,CF2020011103631,4,317,,非新疆,1920,4129B,S2U4P2
999900000412,CF,CF2020011106705,6,313,,新疆,2020,1130C,S2U3P1
999900000412,CF,CF2020011100830,3,313,,非新疆,2020,2229A,S2U2P3
999900000412,CF,CF2020011107946,9,328,,非新疆,1920,2130B,S3U2P2
999900000413,CF,CF2020011102383,6,305,,非新疆,1920,1129C,S3U3P1
999900000413,CF,CF2020011101571,3,314,,新疆,2020,1229A,S3U2P1
999900000413,CF,CF2020011100402,3,305,,非新疆,2020,3130A,S4U4P2
999900000413,CF,CF2020011108172,3,301,,非新疆,2020,2228C,S1U3P2
999900000413,CF,CF2020011105299,2,301,,新疆,1920,1128C,S3U2P2
999900000413,CF,CF2020011105545,7,323,,新疆,1920,1130A,S3U2P3
999900000413,CF,CF2020011109967,4,305,,非新疆,2020,3130C,S1U2P2
999900000413,CF,CF2020011101416,7,323,,非新疆,1920,2127B,S3U2P3
999900000413,CF,CF2020011106875,7,308,,新疆,1920,4130C,S2U3P3
999900000414,CF,CF2020011105423,8,311,,非新疆,2020,4131A,S2U4P2
999900000414,CF,CF2020011100266,5,302,,新疆,2020,2227B,S4U3P1
999900000414,CF,CF2020011105171,4,306,,非新疆,2020,4132B,S1U2P3
999900000414,CF,CF2020011100487,9,303,,非新疆,1920,3128B,S2U3P2
999900000414,CF,CF2020011105688,4,308,,新疆,1920,1230B,S3U2P3
999900000415,CF,CF2020011106949,3,326,,非新疆,1920,1130B,S2U3P2
999900000416,CF,CF2020011104782,7,302,,非新疆,2020,2129C,S2U3P3
999900000416,CF,CF2020011108532,9,329,,新疆,2020,1128A,S3U3P3
999900000416,CF,CF2020011104855,2,306,,新疆,1920,4129B,S2U2P1
999900000416,CF,CF2020011108855,3,309,,新疆,1920,2228C,S1U2P2
999900000417,CF,CF2020011105862,7,310,,新疆,2020,2127A,S2U4P2
999900000417,CF,CF2020011100607,7,330,,新疆,1920,3127C,S4U3P1
999900000417,CF,CF2020011100067,7,310,,新疆,2020,1130A,S2U2P2
999900000417,CF,CF2020011100232,3,311,,非新疆,1920,1227B,S2U3P3
999900000417,CF,CF2020011108661,5,302,,新疆,1920,2229B,S4U3P3
999900000417,CF,CF2020011101221,1,303,,非新疆,1920,2230B,S3U2P2
999900000417,CF,CF2020011104142,1,310,,非新疆,1920,3131B,S3U2P1
999900000418,CF,CF2020011109908,5,303,,非新疆,1920,4127B,S2U2P1
999900000418,CF,CF2020011105609,3,331,,非新疆,1920,1128A,S4U3P3
999900000419,CF,CF2020011109560,8,305,,新疆,2020,3129C,S3U2P1
999900000419,CF,CF2020011107690,8,307,,新疆,1920,1130C,S1U2P3
999900000419,CF,CF2020011107846,4,313,,非新疆,1920,4129C,S3U4P2
999900000419,CF,CF2020011101168,2,330,,新疆,2020,1129C,S3U3P1
999900000419,CF,CF2020011100182,1,306,,新疆,2020,4132B,S2U4P2
999900000419,CF,CF2020011103185,3,301,,新疆,2020,2230B,S2U2P3
999900000420,CF,CF2020011106807,2,332,,非新疆,1920,4129C,S1U3P3
999900000420,CF,CF2020011106702,3,311,,非新疆,1920,3131A,S1U3P2
999900000420,CF,CF2020011101522,5,320,,新疆,1920,1129C,S2U2P2
999900000420,CF,CF2020011108107,1,302,,新疆,1920,2229B,S2U3P2
999900000420,CF,CF2020011103260,6,327,,新疆,1920,2128C,S4U3P3
999900000420,CF,CF2020011103681,4,335,,新疆,2020,1129B,S2U3P2
999900000420,CF,CF2020011105592,4,333,,非新疆,2020,1227B,S3U2P3
999900000421,CF,CF2020011101749,8,305,,非新疆,2020,2130A,S3U3P1
999900000421,CF,CF2020011105221,8,332,,新疆,1920,3129C,S1U2P2
999900000422,CF,CF2020011106915,1,313,,非新疆,1920,4128C,S3U3P3
999900000422,CF,CF2020011108831,4,317,,新疆,2020,2127A,S1U3P2
999900000422,CF,CF2020011104983,7,319,,新疆,1920,4130C,S3U2P2
999900000422,CF,CF2020011109187,1,331,,非新疆,1920,1130C,S1U2P2
999900000422,CF,CF2020011102576,2,328,,新疆,1920,1130C,S3U3P2
999900000422,CF,CF2020011103051,1,317,,新疆,1920,4129B,S4U2P2
999900000422,CF,CF2020011106987,2,330,,非新疆,1920,3129A,S2U3P1
999900000422,CF,CF2020011103758,5,333,,非新疆,1920,2129A,S3U4P2
999900000423,CF,CF2020011104038,2,331,,新疆,1920,1131B,S1U3P3
999900000423,CF,CF2020011102281,2,304,,新疆,1920,1127C,S4U3P2
999900000423,CF,CF2020011109437,3,325,,非新疆,2020,1130C,S2U4P2
999900000423,CF,CF2020011100074,4,301,,非新疆,1920,1130C,S4U3P1
999900000423,CF,CF2020011108443,1,328,,非新疆,2020,4129C,S4U3P3
999900000423,CF,CF2020011103524,6,329,,非新疆,2020,3128B,S4U3P1
999900000423,CF,CF2020011108519,2,330,,新疆,1920,2131A,S3U2P3
999900000423,CF,CF2020011104642,5,322,,非新疆,2020,3130B,S4U4P2
999900000423,CF,CF2020011102832,9,308,,非新疆,1920,1129C,S3U3P3
999900000424,CF,CF2020011104366,2,313,,新疆,2020,1128A,S3U3P1
999900000424,CF,CF2020011109102,2,306,,非新疆,1920,3130C,S4U2P2
999900000424,CF,CF2020011101805,9,317,,新疆,2020,1128A,S4U3P1
999900000424,CF,CF2020011100300,2,326,,新疆,1920,4130A,S4U4P2
999900000424,CF,CF2020011104299,7,330,,非新疆,1920,2129A,S3U2P2
999900000425,CF,CF2020011107207,5,313,,非新疆,2020,2227A,S2U2P3
999900000425,CF,CF2020011103144,2,328,,非新疆,2020,4130A,S2U3P2
999900000425,CF,CF2020011101230,6,325,,新疆,1920,4129A,S1U2P3
999900000425,CF,CF2020011106781,6,328,,非新疆,1920,2128A,S1U3P2
999900000425,CF,CF2020011109253,4,303,,新疆,1920,3127C,S2U3P3
999900000425,CF,CF2020011109817,9,327,,非新疆,1920,3128B,S2U2P1
999900000425,CF,CF2020011100415,9,306,,非新疆,2020,3130C,S3U3P2
999900000425,CF,CF2020011101880,5,319,,非新疆,2020,2227A,S2U4P2
999900000426,CF,CF2020011107814,4,302,,非新疆,2020,4130A,S2U3P1
999900000426,CF,CF2020011109192,1,310,,非新疆,2020,3127A,S2U2P1
999900000426,CF,CF2020011101371,5,324,,非新疆,1920,1229A,S1U3P2
999900000427,CF,CF2020011104259,4,310,,新疆,1920,4129B,S2U2P1
999900000427,CF,CF2020011107006,7,310,,非新疆,1920,4129C,S3U2P1
999900000427,CF,CF2020011104007,2,328,,新疆,1920,3131A,S3U2P2
999900000427,CF,CF2020011106158,6,320,,非新疆,1920,4132A,S3U2P1
999900000428,CF,CF2020011100235,5,331,,非新疆,1920,1128A,S3U3P2
999900000428,CF,CF2020011102813,4,306,,非新疆,2020,3127B,S4U4P2
999900000429,CF,CF2020011100768,8,310,,新疆,1920,2130B,S2U4P2
999900000429,CF,CF2020011108010,5,323,,非新疆,2020,1131B,S4U2P2
999900000429,CF,CF2020011107831,1,319,,新疆,2020,4129C,S3U2P1
999900000429,CF,CF2020011103372,7,314,,非新疆,2020,3131B,S2U3P3
999900000429,CF,CF2020011100249,4,313,,非新疆,1920,1129A,S1U2P3
999900000429,CF,CF2020011102123,5,308,,非新疆,1920,2130B,S1U3P2
999900000430,CF,CF2020011105583,1,310,,新疆,2020,1131B,S3U2P2
999900000430,CF,CF2020011108508,9,331,,新疆,2020,3130C,S3U2P1
999900000430,CF,CF2020011101088,3,313,,非新疆,2020,3128B,S1U3P3
999900000431,CF,CF2020011108424,2,331,,非新疆,2020,2131B,S3U3P1
999900000431,CF,CF2020011101314,7,313,,非新疆,1920,3131A,S3U2P2
999900000431,CF,CF2020011107921,4,335,,非新疆,2020,1128A,S2U3P3
999900000431,CF,CF2020011109011,9,335,,非新疆,2020,1227C,S1U2P2
999900000431,CF,CF2020011105163,2,324,,非新疆,2020,3131B,S4U4P2
999900000431,CF,CF2020011100894,5,319,,新疆,1920,1229B,S2U3P2
999900000431,CF,CF2020011105640,8,330,,新疆,2020,2228B,S3U2P3
999900000432,CF,CF2020011100135,3,319,,新疆,1920,4128C,S3U2P3
999900000432,CF,CF2020011108982,6,308,,非新疆,2020,1229C,S3U3P2
999900000432,CF,CF2020011102992,7,305,,新疆,2020,3128A,S1U2P2
999900000433,CF,CF2020011104852,4,332,,非新疆,1920,1130A,S3U3P1
999900000433,CF,CF2020011109358,8,313,,新疆,2020,1229C,S3U3P2
999900000433,CF,CF2020011107109,2,326,,新疆,1920,4132A,S2U3P1
999900000433,CF,CF2020011101917,7,314,,新疆,1920,2229A,S1U2P3
999900000433,CF,CF2020011107103,7,302,,非新疆,2020,4131B,S2U4P2
999900000433,CF,CF2020011100582,5,309,,新疆,1920,4127B,S1U3P2
999900000433,CF,CF2020011100554,3,326,,非新疆,2020,1128A,S4U3P1
999900000434,CF,CF2020011100773,9,311,,新疆,2020,4130C,S3U3P2
999900000434,CF,CF2020011105312,6,314,,新疆,2020,4128B,S4U4P2
999900000434,CF,CF2020011103309,3,319,,非新疆,2020,3127B,S2U4P2
999900000434,CF,CF2020011101047,4,311,,非新疆,2020,1229C,S2U3P1
999900000434,CF,CF2020011108433,5,320,,新疆,2020,3127A,S3U4P2
999900000434,CF,CF2020011105599,8,323,,新疆,1920,4130C,S2U3P1
999900000434,CF,CF2020011107784,1,326,,非新疆,2020,2229A,S4U4P2
999900000435,CF,CF2020011101579,3,311,,非新疆,1920,3130C,S2U3P2
999900000435,CF,CF2020011106069,4,327,,非新疆,1920,3128A,S3U4P2
999900000435,CF,CF2020011105701,1,322,,非新疆,2020,3127B,S2U4P2
999900000435,CF,CF2020011103476,3,306,,非新疆,2020,2230B,S4U3P3
999900000435,CF,CF2020011104339,2,308,,非新疆,2020,2127B,S3U3P2
999900000435,CF,CF2020011104615,8,310,,新疆,2020,1130B,S4U3P3
999900000435,CF,CF2020011106198,5,301,,新疆,1920,2228B,S3U3P2
999900000435,CF,CF2020011108927,3,323,,新疆,2020,1129B,S1U3P3
999900000435,CF,CF2020011102771,1,306,,非新疆,1920,3127A,S1U3P2
999900000436,CF,CF2020011104271,2,303,,新疆,2020,4132A,S1U2P2
999900000436,CF,CF2020011108014,9,311,,新疆,1920,2129A,S2U2P2
999900000436,CF,CF2020011106592,5,320,,非新疆,2020,3127B,S2U2P2
999900000436,CF,CF2020011101188,6,305,,非新疆,1920,3130B,S4U4P2
999900000436,CF,CF2020011109697,6,309,,新疆,2020,2127C,S4U3P2
999900000436,CF,CF2020011102067,6,311,,新疆,1920,4128A,S3U2P2
999900000436,CF,CF2020011103837,7,313,,新疆,1920,4128B,S2U4P2
999900000437,CF,CF2020011102099,5,331,,新疆,2020,2127B,S4U3P2
999900000437,CF,CF2020011108367,3,333,,非新疆,2020,1128A,S2U3P3
999900000437,CF,CF2020011101549,2,330,,非新疆,2020,2227A,S1U2P2
999900000437,CF,CF2020011106207,8,311,,新疆,1920,3128A,S4U3P3
999900000437,CF,CF2020011103067,1,330,,非新疆,2020,2229A,S4U2P2
999900000437,CF,CF2020011102810,2,301,,新疆,1920,1229C,S3U3P3
999900000437,CF,CF2020011102458,2,306,,新疆,2020,1228A,S3U3P2
999900000438,CF,CF2020011107912,7,333,,新疆,2020,1128A,S2U2P3
999900000438,CF,CF2020011102402,8,301,,非新疆,2020,2229A,S2U2P3
999900000438,CF,CF2020011106603,9,304,,非新疆,1920,1228A,S1U3P2
999900000438,CF,CF2020011102363,3,335,,新疆,2020,2227B,S4U4P2
999900000438,CF,CF2020011104998,6,327,,新疆,2020,3127B,S3U2P3
999900000439,CF,CF2020011101205,6,332,,新疆,1920,1228A,S1U2P2
999900000439,CF,CF2020011108991,2,330,,非新疆,1920,1230A,S3U2P2
999900000439,CF,CF2020011109436,7,306,,新疆,2020,2228A,S3U2P1
999900000440,CF,CF2020011104822,6,307,,新疆,1920,3129C,S2U2P2
999900000440,CF,CF2020011101774,9,326,,非新疆,1920,1130A,S3U3P2
999900000440,CF,CF2020011109064,7,326,,新疆,1920,1230B,S4U3P3
999900000440,CF,CF2020011102684,5,334,,非新疆,1920,1230B,S3U2P3
999900000440,CF,CF2020011103067,6,330,,非新疆,2020,2229A,S4U2P2
